,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,tipo_renda_Pensioner,tipo_renda_State servant,tipo_renda_Student,tipo_renda_Working,educacao_Higher education,educacao_Incomplete higher,educacao_Lower secondary,educacao_Secondary / secondary special,estado_civil_Married,estado_civil_Separated,estado_civil_Single / not married,estado_civil_Widow,tipo_residencia_House / apartment,tipo_residencia_Municipal apartment,tipo_residencia_Office apartment,tipo_residencia_Rented apartment,tipo_residencia_With parents
9947,0,0,0,0,39.49041095890411,3.175342465753425,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9949,0,1,1,0,39.20821917808219,8.178082191780822,1,0,0,1,2.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
9950,1,0,0,0,33.016438356164386,12.852054794520548,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9951,0,0,1,0,31.016438356164382,1.2575342465753423,1,1,1,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
9952,0,0,1,0,36.95890410958904,3.104109589041096,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9953,0,0,0,1,42.224657534246575,12.852054794520548,1,1,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9954,0,0,0,0,38.9972602739726,7.934246575342466,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9955,0,0,1,0,46.57534246575342,9.347945205479451,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
9956,0,0,1,0,47.97808219178082,8.854794520547944,1,0,1,1,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9957,1,1,1,1,34.23561643835617,0.347945205479452,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9958,0,0,1,1,40.7945205479452,2.016438356164384,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9962,0,0,0,0,37.73698630136986,7.353424657534247,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
9966,1,1,1,0,24.43013698630137,3.016438356164384,1,0,0,1,2.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
9967,1,1,1,0,28.28219178082192,7.183561643835616,1,1,1,1,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9975,0,0,1,0,47.153424657534245,8.854794520547944,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9978,0,0,1,1,39.13424657534247,11.69041095890411,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9980,0,0,0,0,38.78082191780822,18.273972602739725,1,0,0,1,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
9982,0,0,1,0,64.31780821917808,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9984,0,0,1,0,60.75616438356165,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9986,0,0,1,0,38.77534246575343,5.684931506849315,1,0,0,1,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
9987,0,1,0,0,44.57808219178082,0.2630136986301369,1,0,0,0,1.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
9988,1,1,1,0,54.12602739726027,5.852054794520548,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
9990,0,0,1,2,42.2958904109589,6.019178082191781,1,0,0,1,4.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9994,0,0,1,1,38.032876712328765,9.602739726027398,1,1,0,0,3.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
9995,0,0,0,0,45.95890410958904,9.26849315068493,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
9996,1,0,1,0,36.778082191780825,13.024657534246575,1,0,0,1,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
9999,0,0,1,2,53.97260273972603,30.12054794520548,1,0,0,0,4.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
10003,1,0,1,0,67.56712328767124,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
10011,1,0,1,1,40.50684931506849,8.26849315068493,1,1,1,0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10013,0,0,1,1,51.273972602739725,7.854794520547945,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
10019,0,0,1,0,61.8054794520548,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
10021,0,1,1,0,34.85753424657534,4.517808219178082,1,0,0,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
10022,0,0,0,2,43.21917808219178,21.610958904109587,1,1,0,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10025,1,1,0,0,29.54794520547945,3.684931506849315,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10028,0,0,0,0,30.654794520547945,9.183561643835615,1,0,0,1,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
10030,0,1,1,0,37.865753424657534,2.9342465753424656,1,0,0,1,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
10034,0,0,1,0,26.83835616438356,0.8,1,1,0,0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
10035,1,0,1,0,65.66849315068494,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
10037,0,0,1,1,30.48219178082192,5.717808219178083,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
10041,0,0,1,0,40.66027397260274,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
10044,0,0,1,0,61.79726027397261,-1000.6657534246576,1,0,1,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
10045,0,0,1,3,40.65205479452055,4.216438356164384,1,0,0,0,5.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10048,0,0,1,0,47.25205479452055,6.049315068493151,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10049,1,0,1,0,52.95890410958904,2.128767123287671,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10051,1,1,0,3,29.83561643835617,5.298630136986302,1,0,0,0,5.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
10052,1,1,1,0,30.80821917808219,8.967123287671233,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
10053,0,1,0,0,44.6,4.049315068493151,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10059,0,1,1,1,37.72602739726028,11.96986301369863,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10061,1,1,1,0,54.1972602739726,6.802739726027397,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10062,0,0,1,0,46.12054794520548,4.635616438356164,1,0,0,0,1.0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
10064,0,0,1,0,64.22191780821917,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
10067,1,1,1,0,35.75068493150685,2.0465753424657533,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10071,1,1,1,2,40.04931506849315,13.64109589041096,1,1,0,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10074,0,0,1,0,67.34246575342466,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
10076,1,0,1,1,41.56438356164384,4.131506849315069,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10083,0,0,1,0,57.78904109589041,0.7150684931506849,1,0,1,0,1.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
10085,0,1,1,1,32.25753424657534,3.802739726027397,1,0,0,0,3.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
10086,0,0,1,0,40.47397260273973,1.715068493150685,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10088,0,0,1,0,30.378082191780823,3.964383561643836,1,0,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
10091,0,0,1,1,39.64109589041096,1.3808219178082193,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
10092,0,0,1,0,60.61095890410959,-1000.6657534246576,1,0,0,1,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
10100,1,1,1,0,42.0986301369863,3.468493150684932,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10103,0,1,1,2,34.95068493150685,13.389041095890413,1,0,0,0,4.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
10105,1,1,1,0,42.106849315068494,15.391780821917807,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10109,0,0,0,0,33.63835616438356,2.3808219178082197,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
10112,0,0,1,0,48.16164383561644,5.216438356164384,1,1,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
10119,0,0,1,0,44.38904109589041,8.052054794520547,1,1,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
10124,0,0,1,2,45.821917808219176,15.391780821917807,1,0,0,0,4.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
10129,0,0,1,2,42.821917808219176,1.9616438356164383,1,0,0,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10136,0,0,1,2,39.536986301369865,18.13972602739726,1,1,1,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10138,1,1,1,0,64.05205479452054,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
10139,0,0,1,0,46.52328767123288,4.049315068493151,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10146,1,0,1,2,27.635616438356163,3.964383561643836,1,0,0,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10151,0,0,1,0,66.77534246575343,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
10153,0,0,1,0,36.895890410958906,15.057534246575342,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
10154,0,0,1,0,39.55068493150685,1.715068493150685,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
10157,0,0,0,0,66.45205479452055,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
10158,0,0,0,0,51.38904109589041,5.635616438356164,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10160,1,1,1,0,62.276712328767125,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
10163,0,0,0,0,40.87671232876713,5.964383561643835,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10165,0,0,1,1,34.08767123287672,6.383561643835616,1,0,0,0,3.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
10168,0,0,1,0,43.20821917808219,13.723287671232876,1,0,1,0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
10169,0,0,1,0,47.4,12.96986301369863,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10170,0,0,1,0,42.72602739726028,8.72054794520548,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10174,0,0,1,0,33.723287671232875,7.638356164383562,1,0,1,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
10180,0,0,1,0,54.28219178082192,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
10182,0,1,1,1,40.917808219178085,4.802739726027397,1,0,1,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10185,0,0,0,0,60.23287671232877,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
10186,0,0,1,0,56.06027397260274,-1000.6657534246576,1,0,1,0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
10187,0,0,0,2,33.54520547945206,6.468493150684932,1,0,0,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
10190,0,0,1,0,50.27945205479452,0.3808219178082191,1,1,1,0,2.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
10192,0,0,1,0,61.14520547945205,1.547945205479452,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10195,1,0,0,0,25.484931506849318,4.717808219178083,1,1,0,0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
10197,1,1,1,0,25.734246575342464,7.553424657534246,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10200,0,1,1,0,32.912328767123284,10.884931506849314,1,1,0,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
10202,0,0,1,0,53.23561643835617,17.057534246575344,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10205,1,1,1,3,34.084931506849315,11.96986301369863,1,1,1,0,5.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10206,1,1,1,0,49.56986301369863,8.386301369863014,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
10207,0,1,1,1,29.334246575342465,2.0465753424657533,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
10210,0,0,1,1,46.865753424657534,7.805479452054794,1,0,0,0,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
10218,0,0,1,0,63.08493150684932,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
10225,0,0,1,0,41.92602739726028,0.2958904109589041,1,0,0,0,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
10228,1,0,1,2,41.23835616438356,6.882191780821918,1,0,1,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10229,0,1,1,0,33.62739726027397,10.805479452054794,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
10230,0,1,1,1,26.756164383561643,7.386301369863013,1,1,0,0,3.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
10231,0,1,1,0,38.67397260273973,6.216438356164384,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
10238,0,1,1,0,40.31780821917808,5.635616438356164,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
10244,1,1,0,2,34.863013698630134,4.468493150684932,1,0,0,0,4.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
10248,0,0,0,0,41.63835616438356,3.717808219178082,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10250,1,0,1,0,47.81917808219178,6.468493150684932,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10257,0,0,1,0,53.52876712328767,5.216438356164384,1,0,0,0,1.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
10258,0,1,1,0,35.46027397260274,1.295890410958904,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10260,1,1,1,0,26.41917808219178,4.216438356164384,1,0,0,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
10262,1,0,1,2,37.74246575342466,1.632876712328767,1,0,0,0,4.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
10263,1,1,1,1,41.68767123287671,8.134246575342466,1,1,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10266,0,1,0,1,41.586301369863016,2.7150684931506848,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10269,0,0,1,0,60.342465753424655,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
10270,0,0,1,0,57.62191780821918,4.550684931506849,1,0,0,1,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
10272,1,1,0,0,23.96164383561644,5.131506849315069,1,1,1,0,1.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
10273,0,0,1,0,51.62465753424657,6.967123287671233,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
10274,1,0,1,0,40.10410958904109,16.13972602739726,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
10277,0,0,1,0,64.73150684931507,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
10279,1,1,0,1,32.71780821917808,9.967123287671232,1,0,1,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
10282,1,0,1,1,29.27671232876712,9.471232876712328,1,0,0,0,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
10285,1,0,1,2,33.35616438356164,0.547945205479452,1,0,0,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10286,0,0,1,3,29.265753424657536,4.635616438356164,1,0,0,0,5.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10287,0,0,1,0,54.38904109589041,0.547945205479452,1,0,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
10290,1,0,1,0,43.36438356164384,1.715068493150685,1,0,1,0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
10291,0,1,1,0,50.583561643835615,19.30958904109589,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
10296,0,0,1,1,43.463013698630135,7.386301369863013,1,0,1,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10297,0,0,1,0,27.613698630136987,6.216438356164384,1,0,0,0,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
10298,1,0,0,1,23.78630136986301,2.3808219178082197,1,1,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
10299,0,1,1,0,54.271232876712325,4.216438356164384,1,0,0,0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
10300,0,0,1,0,30.32054794520548,6.049315068493151,1,1,0,1,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
10301,0,0,1,0,65.95616438356164,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
10302,0,0,1,2,42.10410958904109,15.057534246575342,1,1,1,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10304,0,1,0,0,49.85479452054795,1.8,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10305,1,1,1,2,28.676712328767124,0.547945205479452,1,0,0,0,4.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
10306,0,0,1,0,51.87397260273973,4.216438356164384,1,0,0,1,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
10311,0,0,1,0,42.44109589041096,1.3808219178082193,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
10312,0,0,1,0,52.945205479452056,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
10313,1,1,0,0,51.53150684931507,3.8794520547945206,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
10315,1,1,1,2,39.1013698630137,1.632876712328767,1,0,0,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10318,0,0,1,0,41.035616438356165,6.383561643835616,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
10319,1,1,1,2,53.778082191780825,-1000.6657534246576,1,0,0,0,4.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
10322,0,0,1,0,62.99452054794521,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
10325,0,0,0,0,54.03013698630137,4.216438356164384,1,0,0,0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10327,0,0,0,0,54.03013698630137,4.216438356164384,1,0,0,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
10331,0,1,1,1,43.66301369863014,8.805479452054794,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10333,0,0,1,0,36.1945205479452,2.128767123287671,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10336,0,0,1,0,41.42465753424658,15.476712328767125,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
10337,0,1,1,0,32.89041095890411,5.879452054794521,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10338,0,1,1,0,67.88219178082191,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10339,0,0,1,1,31.775342465753425,6.383561643835616,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10343,0,0,0,0,67.24109589041096,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
10345,0,0,1,0,43.07397260273972,8.882191780821918,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10347,0,0,1,0,28.019178082191782,9.219178082191782,1,1,1,0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
10348,1,1,1,0,60.035616438356165,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
10349,0,0,0,1,36.81095890410959,6.717808219178083,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
10351,1,0,0,0,48.48219178082192,1.1287671232876713,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
10353,1,1,0,1,41.92328767123288,3.3835616438356166,1,0,0,0,3.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
10358,0,0,1,0,40.96712328767124,4.964383561643835,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10359,0,0,1,1,45.93698630136986,25.3972602739726,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
10362,1,0,0,0,26.435616438356163,5.468493150684932,1,0,0,1,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
10363,1,1,1,0,60.10958904109589,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
10364,0,0,1,0,59.608219178082194,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
10365,1,1,1,1,44.24383561643835,11.723287671232876,1,0,1,0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
10368,1,1,1,0,48.391780821917806,2.8,1,0,0,0,2.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
10369,0,0,1,0,46.57534246575342,15.726027397260276,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10371,1,0,0,0,30.58082191780822,3.635616438356165,1,1,1,0,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
10372,0,0,1,0,51.72328767123288,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
10374,0,0,1,0,64.3945205479452,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
10376,0,1,1,0,55.56712328767123,-1000.6657534246576,1,0,1,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
10378,1,1,1,3,34.66849315068493,0.547945205479452,1,0,0,0,5.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10379,1,1,0,2,30.356164383561644,1.8,1,0,0,0,4.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
10380,0,0,1,0,57.57808219178082,38.40547945205479,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10384,1,1,1,0,32.85753424657534,13.221917808219178,1,0,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
10387,0,1,1,0,58.90958904109589,8.553424657534247,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10390,1,1,1,0,39.71506849315068,2.213698630136986,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10394,0,0,0,0,56.86027397260274,6.383561643835616,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10395,0,0,0,0,56.86027397260274,6.383561643835616,1,0,0,0,2.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
10398,0,0,1,0,54.81917808219178,13.96986301369863,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
